player_id,name_first,name_last,dob
100055,Cliff,Drysdale,1941-05-26
100056,Harald,Elschenbroich,1941-06-19
100057,Pierre,Barthes,1941-09-13
100058,Roger,Taylor,1941-10-14
100059,Isao,Watanabe,1941-11-23
100060,Marty,Riessen,1941-12-04
100061,Tom,Edlefsen,1941-12-12
100062,Francois,Jauffret,1942-02-09
100063,William,Higgins,1942-04-02
100064,Juan,Gisbert,1942-04-05
100065,Terry,Ryan,1942-04-27
100066,Frank,Froehling,1942-05-19
100067,Frew,Mcmillan,1942-05-20
100068,Herb,Fitzgibbon,1942-07-14
100069,Dennis,Ralston,1942-07-27
100070,Jan,Kukal,1942-09-13
100071,Jean Claude,Barclay,1942-12-30
100072,Bailey,Brown,1943-06-15
100073,Mark,Cox,1943-07-05
100074,Arthur,Ashe,1943-07-10
100075,Owen,Davidson,1943-10-04
100076,Milan,Holecek,1943-10-23
100077,Daniel,Contet,1943-11-03
100078,Clark,Graebner,1943-11-04
100079,Bill,Bowrey,1943-12-25
100080,Szabolcz,Baranyi,1944-01-31
100081,Charlie,Pasarell,1944-02-12
100082,Roger,Dowdeswell,1944-02-16
100083,Nicola,Spear,1944-02-22
100084,Tom,Okker,1944-02-22
100085,Hans Joachim,Ploetz,1944-02-26
100086,Frantisek,Pala,1944-03-28
100087,John,Newcombe,1944-05-23
100088,Patricio,Cornejo,1944-06-06
100089,Patrice,Beust,1944-09-03
100090,Dick,Crealy,1944-09-18
100091,Colin,Dibley,1944-09-19
100092,Alex,Metreveli,1944-11-02
100093,William,Brown,1945-01-14
100094,Jim,Osborne,1945-02-01
100095,Tony,Bardsley,1945-02-09
100096,Peter,Burwash,1945-02-10
100097,Nicholas,Kalogeropoulos,1945-02-18
100098,Ove Nils,Bengtson,1945-04-05
100099,Thomaz,Koch,1945-05-11
100100,Tony,Roche,1945-05-17
100101,Mike,Belkin,1945-06-29
100102,Joaquin Loyo,Mayo,1945-08-16
100103,Peter,Curtis,1945-08-29
100104,D Richard,Russell,1945-09-08
100105,Allan,Stone,1945-10-14
100106,Graham,Stilwell,1945-11-15
100107,Robert,Rheinberger,1945-11-18
100108,Chris,Bovett,1945-12-25
100109,Jun,Kuki,1945-12-28
100110,Terry,Addison,1946-01-11
100111,Ray,Keldie,1946-01-17
100112,John,Clifton,1946-02-19
100113,Jan,Kodes,1946-03-01
100114,Ray,Ruffels,1946-03-23
100115,Jaime,Fillol,1946-06-03
100116,Sherwood,Stewart,1946-06-06
100117,Butch,Seewagen,1946-06-13
100118,Ivan,Molina,1946-06-16
100119,Ilie,Nastase,1946-07-19
100120,Robert,Maud,1946-08-12
100121,Raymond,Moore,1946-08-24
100122,Julian,Ganzabal,1946-08-25
100123,Patrick,Hombergen,1946-09-08
100124,Steve,Turner,1946-10-17
100125,John,Cooper,1946-11-04
100126,Stan,Smith,1946-12-14
100127,Tom,Gorman,1946-12-19
100128,Cliff,Richey,1946-12-31
100129,Jean Baptiste,Chanfreau,1947-01-17
100130,Vladimir,Zednik,1947-02-01
100131,Guillermo,Oropez,1947-02-07
100132,Armistead,Neely,1947-03-19
100133,Pat,Cramer,1947-03-21
100134,Roy,Barth,1947-03-30
100135,Onny,Parun,1947-04-15
100136,Humphrey,Hose,1947-05-04
100137,Hans Jurgen,Pohmann,1947-05-23
100138,Dan,Bleckinger,1947-05-27
100139,Gerald,Battrick,1947-05-27
100140,Steve,Faulk,1947-06-01
100141,Zeljko,Franulovic,1947-06-13
100142,Peter,Szoke,1947-08-08
100143,Peter,Fishbach,1947-08-29
100144,Robert,Lutz,1947-08-29
100145,Dick,Dell,1947-09-29
100146,Jun,Kamiwazumi,1947-10-01
100147,Marcello,Lara,1947-10-05
100148,Ismail,El Shafei,1947-11-15
100149,Toshiro,Sakai,1947-11-23
100150,Lito,Alvarez,1947-12-05
100151,Karl,Coombes,1947-12-17
100152,David,Lloyd,1948-01-03
100153,Patrice,Hagelauer,1948-01-05
100154,Peter,Kanderal,1948-01-16
100155,Ramiro,Benavides,1948-01-30
100156,Jasjit,Singh,1948-02-04
100157,Stanley,Pasarell,1948-02-11
100158,John,Bartlett,1948-03-17
100159,Vladimir,Korotkov,1948-04-23
100160,Georges,Goven,1948-04-26
100161,Jurgen,Fassbender,1948-05-28
100162,Brian,Fairlie,1948-06-13
100163,Tom,Leonard,1948-07-15
100164,Bill,Lofgren,1948-07-31
100165,Steve,Siegel,1948-09-04
100166,Gene Stuart,Malin,1948-10-01
100167,Sever,Muresan,1948-10-23
100168,Kenneth,McMillan,1948-11-25
100169,Ian,Fletcher,1948-12-01
100170,Bernard,Mignot,1948-12-03
100171,John,Yuill,1948-12-12
100172,Modesto Tito,Vazquez,1949-01-01
100173,Andrew,Pattison,1949-01-30
100174,Manuel,Orantes,1949-02-06
100175,Zan,Guerry,1949-02-12
100176,Hans,Kary,1949-02-23
100177,Pavel,Hutka,1949-02-28
100178,Bob,Giltinan,1949-04-07
100179,Karl,Meiler,1949-04-30
100180,Bill,Lloyd,1949-05-07
100181,Larry,Turville,1949-06-04
100182,Mike,Estep,1949-07-19
100183,Jim,Ward,1949-07-28
100184,Lars,Elvstrom,1949-08-18
100185,Patrick,Proisy,1949-09-10
100186,Jeff,Borowiak,1949-09-25
100187,Luis Felipe,Tavares,1949-09-26
100188,John,Fort,1949-09-28
100189,Dale,Power,1949-10-02
100190,Norman,Holmes,1949-10-05
100191,Doug,Crawford,1949-10-15
100192,Kent,Crawford,1949-10-15
100193,Wanaro,N'Godrella,1949-10-19
100194,Larry,Parker,1949-10-23
100195,Nicolas,Kelaidis,1949-10-29
100196,Haroon,Rahim,1949-11-12
100197,Alejandro,Pierola,1949-11-20
100198,Alvaro,Betancur,1950-01-03
100199,Patrice,Dominguez,1950-01-12
100200,Antonio,Zugarelli,1950-01-17
100201,Syd,Ball,1950-01-24
100202,George,Amaya,1950-02-12
100203,Phil,Dent,1950-02-14
100204,Pancho,Walthall,1950-02-16
100205,Paul,Gerken,1950-03-15
100206,Kenichi,Hirai,1950-03-19
100207,Noel,Phillips,1950-03-28
100208,Dick R,Bohrnstedt,1950-04-28
100209,George,Taylor,1950-05-04
100210,Steve,Docherty,1950-05-06
100211,Louk,Sanders,1950-05-09
100212,Franklin,Robbins,1950-06-13
100213,Fred,Hemmes,1950-06-14
100214,Adriano,Panatta,1950-07-09
100215,Fred,Mcnair,1950-07-22
100216,Charles,Owens,1950-07-31
100217,Robert,Mckinley,1950-08-05
100218,Butch,Palmer,1950-09-04
100219,Geoff,Masters,1950-09-19
100220,Jiri,Hrebec,1950-09-19
100221,Carlos,Kirmayr,1950-09-23
100222,Mike,Powers,1950-09-24
100223,Jeff,Simpson,1950-10-29
100224,Peter,Campbell,1950-11-10
100225,Peter,Doerner,1950-11-17
100226,Mike,Machette,1951-01-27
100227,Alvin,Gardiner,1951-02-11
100228,Kjell,Johansson,1951-02-12
100229,Dick,Stockton,1951-02-18
100230,Welry,Fritz,1951-02-19
100231,Erik,Van Dillen,1951-02-21
100232,Eddie,Dibbs,1951-02-23
100233,Ricardo,Cano,1951-02-26
100234,Allan,McDonald,1951-03-01
100235,Antonio,Munoz,1951-03-01
100236,John,James,1951-03-07
100237,Bill,Freer,1951-03-09
100238,Rick,Fisher,1951-03-29
100239,Hans,Engert,1951-04-22
100240,Joao,Soares,1951-04-25
100241,Joel,Bailey,1951-04-25
100242,Mike,Collins,1951-05-01
100243,Steve,Krulevitz,1951-05-30
100244,John,Alexander,1951-07-04
100245,Jeff,Austin,1951-07-05
100246,Frank,Puncec,1951-07-09
100247,Rolf,Thung,1951-07-27
100248,Max,Hurlimann,1951-07-30
100249,Paolo,Bertolucci,1951-08-03
100250,Woody,Blocher,1951-08-24
100251,Grover Raz,Reid,1951-08-27
100252,Tim,Gullikson,1951-09-08
100253,Tom,Gullikson,1951-09-08
100254,George,Glowa,1951-10-01
100255,Roscoe,Tanner,1951-10-15
100256,Luis,Baraldi,1951-10-21
100257,Ross,Case,1951-11-01
100258,Jorge,Andrew,1951-11-02
100259,Peter,Feigl,1951-11-30
100260,Gary,Groslimond,1952-01-03
100261,Brian,Gottfried,1952-01-27
100262,Rolf,Norberg,1952-01-31
100263,John,Andrews,1952-02-05
100264,Lajos,Levai,1952-02-07
100265,Cliff,Letcher,1952-02-09
100266,John,Feaver,1952-02-16
100267,Rayno,Seegers,1952-02-29
100268,Denis,Naegelen,1952-03-14
100269,Joe,Garcia,1952-03-17
100270,Anand,Amritraj,1952-03-20
100271,Jean Francois,Caujolle,1952-03-31
100272,Sandy,Mayer,1952-04-05
100273,Kim,Warwick,1952-04-08
100274,Eric,Deblicker,1952-04-17
100275,Hartmut,Kirchhubel,1952-04-23
100276,Terry,Moor,1952-04-23
100277,Jacques,Thamin,1952-05-23
100278,Frank,Gebert,1952-06-11
100279,Mike,Cahill,1952-06-17
100280,Wojtek,Fibak,1952-08-03
100281,Sashi,Menon,1952-08-09
100282,Guillermo,Vilas,1952-08-17
100283,Andre,Zietsmann,1952-08-19
100284,Jimmy,Connors,1952-09-02
100285,Rod,Frawley,1952-09-08
100286,Harold,Solomon,1952-09-17
100287,Robin,Drysdale,1952-09-18
100288,Tenny,Svensson,1952-09-21
100289,Byron,Bertram,1952-10-29
100290,Timothy,Noonan,1952-10-31
100291,Ian,Harris,1952-11-16
100292,Alvaro,Fillol,1952-12-04
100293,John,Marks,1952-12-09
100294,Rejean,Genois,1952-12-30
100295,Richard,Legendre,1953-01-19
100296,Chris,Gunning,1953-02-07
100297,Corrado,Barazzutti,1953-02-19
100298,George,Hardie,1953-02-19
100299,James Chico,Hagey,1953-02-25
100300,Jose,Higueras,1953-03-01
100301,Jim,Delaney,1953-03-12
100302,Joaquim,Rasgado Jr,1953-03-24
100303,Henry,Bunis,1953-03-27
100304,Robert,Kreiss,1953-04-30
100305,Mark,Farrell,1953-05-06
100306,Michael,Wayman,1953-05-06
100307,Paul,Torre,1953-05-18
100308,Robert,Trogolo,1953-06-15
100309,Raul,Ramirez,1953-06-20
100310,Mike,Myburg,1953-06-23
100311,Ulises,Quezada,1953-07-14
100312,Chiraid,Mukherjea,1953-08-14
100313,Keith,Richardson,1953-08-18
100314,Bernard,Fritz,1953-10-05
100315,Hank,Pfister,1953-10-09
100316,Scott,Carnahan,1953-10-24
100317,Stephen,Warboys,1953-10-25
100318,Roger,Guedes,1953-11-03
100319,Rick,Fagel,1953-11-29
100320,Mark,Meyers,1953-12-05
100321,Vijay,Amritraj,1953-12-14
100322,Emilio,Montano,1953-12-18
100323,Givaldo,Barbosa,1954-01-25
100324,John,Whitlinger,1954-02-04
100325,Ulrich,Pinner,1954-02-07
100326,Russell,Simpson,1954-02-22
100327,Willem,Prinsloo,1954-02-25
100328,Rand,Evett,1954-03-01
100329,Otto,Panman,1954-03-25
100330,David,Imonitie,1954-04-10
100331,Jean Louis,Haillet,1954-05-07
100332,Balazs,Taroczy,1954-05-09
100333,Shigeyuki,Nishio,1954-05-23
100334,Ernie,Ewert,1954-06-05
100335,David,Parker,1954-06-07
100336,Guillermo,Aubone,1954-06-08
100337,Mark,Edmondson,1954-06-24
100338,Benjy,Robins,1954-06-30
100339,Victor,Amaya,1954-07-02
100340,Sam,Vuille,1954-07-06
100341,Gonzalo,Nunez,1954-07-21
100342,Vitas,Gerulaitis,1954-07-26
100343,John,Lloyd,1954-08-27
100344,Eric,Friedler,1954-09-08
100345,Pat,Dupre,1954-09-16
100346,Paul,Kronk,1954-09-22
100347,Peter,Kronk,1954-09-22
100348,Gerard,Toulon,1954-09-24
100349,Glen,Holroyd,1954-09-25
100350,Franz Josef,Wich,1954-10-11
100351,Freddie,De Jesus,1954-10-30
100352,John,Lucas,1954-10-31
100353,Bruce,Kleege,1954-11-01
100354,Bernard,Mitton,1954-11-09
100355,Victor,Eke,1954-11-11
100356,Paul,Mcnamee,1954-11-12
100357,Bhanu,Nunna,1954-11-13
100358,Mike,Fishbach,1954-12-01
100359,Richard,Lewis,1954-12-06
100360,Brian,Teacher,1954-12-23
100361,Willie,Davies,1955-01-01
100362,Peter,Fleming,1955-01-21
100363,Jiri,Granat,1955-01-28
100364,Jonathan,Smith,1955-01-29
100365,Peter,Holl,1955-01-29
100366,Heiner,Seuss,1955-02-04
100367,Belus,Prajoux,1955-02-27
100368,Haroon,Ismail,1955-02-27
100369,Herve,Gauvain,1955-03-04
100370,Helmut,Beermann,1955-03-09
100371,Robert,Baumgartner,1955-03-11
100372,Trey,Waltke,1955-03-16
100373,Christopher,Sylvan,1955-03-18
100374,Javier,Soler,1955-03-25
100375,John,Hayes,1955-04-07
100376,Buster C,Mottram,1955-04-25
100377,Colin,Dowdeswell,1955-05-12
100378,David,Schneider,1955-05-17
100379,Craig,Edwards,1955-05-19
100380,Butch,Walts,1955-06-04
100381,Michael,Greenberg,1955-06-11
100382,Chris,Kachel,1955-06-19
100383,Peter,Mcnamara,1955-07-05
100384,Alejandro,Cortes,1955-07-14
100385,Filip,Krajcik,1955-07-23
100386,Jose,Garcia,1955-07-23
100387,Jiri,Prucha,1955-08-10
100388,Peter,Pearson,1955-08-12
100389,Horace,Reid,1955-08-14
100390,Trevor,Allan,1955-08-17
100391,Larry,Davidson,1955-08-21
100392,Richard,Meyer,1955-09-04
100393,Marcos,Hocevar,1955-09-26
100394,Angel,Gimenez,1955-10-10
100395,Victor,Pecci,1955-10-15
100396,Martin,Robinson,1955-10-19
100397,Terry,Rocavert,1955-10-21
100398,Julio,Goes,1955-10-25
100399,Rocky,Maguire,1955-10-27
100400,Hubertus,Hoyt,1955-11-03
100401,Sean,Sorensen,1955-11-12
100402,Francisco,Gonzalez,1955-11-19
100403,Rolf,Gehring,1955-11-25
100404,David,Sherbeck,1955-12-02
100405,Fernando,Maynetto,1955-12-02
100406,Greg,Halder,1955-12-05
100407,Dale,Collings,1955-12-16
100408,Gary,Plock,1955-12-21
100409,Randy,Crawford,1955-12-22
100410,Tim,Garcia,1955-12-28
100411,Pavel,Slozil,1955-12-29
100412,Bruce,Nichols,1955-12-31
100413,Ulrich,Marten,1956-01-01
100414,Gunther,Gnettner,1956-01-12
100415,Michael,Grant,1956-02-03
100416,Bill,Maze,1956-02-09
100417,Hans,Gildemeister,1956-02-09
100418,Geoff,Martinez,1956-02-13
100419,Todd,Lundy,1956-02-17
100420,Hans,Ritschard,1956-02-25
100421,Jan,Norback,1956-03-06
100422,Bruce,Manson,1956-03-20
100423,Jochen,Hierl,1956-03-21
100424,Warren,Eber,1956-03-28
100425,Junie,Chatman,1956-03-29
100426,Hans Peter,Kandler,1956-04-02
100427,Ferrante,Rocchi,1956-04-11
100428,Gene,Mayer,1956-04-11
100429,Miguel,Mir,1956-04-18
100430,David,Carter,1956-04-21
100431,Mansour,Bahrami,1956-04-26
100432,Robert,Bettauer,1956-05-02
100433,Fritz,Don,1956-05-13
100434,Tomas,Smid,1956-05-20
100435,Regis,Brunet,1956-05-31
100436,Nick,Saviano,1956-06-05
100437,Bjorn,Borg,1956-06-06
100438,Carlos,Gattiker,1956-06-06
100439,Mike,Barr,1956-06-27
100440,Eddie,Edwards,1956-07-03
100441,Mark,Darby,1956-07-03
100442,Gianni,Marchetti,1956-07-08
100443,Christophe,Freyss,1956-08-30
100444,Werner,Zirngibl,1956-09-04
100445,Steve,Denton,1956-09-05
100446,John,Sadri,1956-09-19
100447,Juan,Nunez,1956-09-23
100448,Bruce,Foxworth,1956-09-25
100449,Stanislav,Birner,1956-10-11
100450,Leo,Palin,1956-10-20
100451,Tony,Graham,1956-10-29
100452,Bill,Scanlon,1956-11-13
100453,Jose Luis,Damiani,1956-11-21
100454,Mehl,Ampon,1956-11-30
100455,Tony,Lloyd,1956-12-03
100456,Ferdi,Taygan,1956-12-05
100457,Carlos,Soares,1956-12-13
100458,Pedro,Gonzalez,1956-12-18
100459,Tracy,Delatte,1956-12-22
100460,Jose,Lopez Maeso,1956-12-24
100461,Billy,Martin,1956-12-25
100462,Jeff,Etterbeek,1956-12-31
100463,Ben,Mckown,1957-01-11
100464,Warren,Maher,1957-01-15
100465,Mike,Shore,1957-01-20
100466,Maurice,Hunter,1957-01-27
100467,Mark,Turpin,1957-02-04
100468,Dominique,Bedel,1957-02-20
100469,Ashok,Amritraj,1957-02-22
100470,Juan Carlos,Andrade,1957-02-22
100471,Mark,Vines,1957-02-23
100472,Craig,Wittus,1957-02-24
100473,Glenn,Petrovic,1957-03-03
100474,Chris,Lewis,1957-03-09
100475,Matt,Mitchell,1957-03-16
100476,Nigel,Sears,1957-04-04
100477,Gianni,Ocleppo,1957-04-06
100478,Pascal,Deniau,1957-04-07
100479,Reinhart,Probst,1957-04-17
100480,Josef,Brabenec,1957-04-24
100481,Roberto,Vizcaino,1957-04-25
100482,Jochen,Settelmeyer,1957-05-07
100483,Christophe,Casa,1957-05-30
100484,Pem,Guerry,1957-06-06
100485,Tsuyoshi,Fukui,1957-06-22
100486,Christophe Roger,Vasselin,1957-07-08
100487,Renald,Etienne,1957-07-14
100488,Chris,Delaney,1957-07-16
100489,Larry,Stefanki,1957-07-23
100490,Jaroslav,Navratil,1957-07-24
100491,Alan,Chandronnait,1957-07-31
100492,John,Austin,1957-07-31
100493,Eric,Sherbeck,1957-08-07
100494,John,Picken,1957-08-09
100495,Wayne,Hampson,1957-08-23
100496,Charles Buzz,Strode,1957-09-05
100497,Markus,Gunthardt,1957-09-10
100498,Klaus,Eberhard,1957-09-15
100499,Chris,Mayotte,1957-09-16
100500,Rohun,Beven,1957-09-21
100501,Gregoire,Rafaitin,1957-09-26
100502,Vincent,Van Patten,1957-10-17
100503,Lorenzo,Fargas,1957-10-19
100504,Jerome,Vanier,1957-11-02
100505,Famiano,Meneschincheri,1957-11-13
100506,Howard,Schoenfield,1957-11-15
100507,Curt,Stalder,1957-11-20
100508,Peter,Spang,1957-11-20
100509,Joakim,Berner,1957-11-21
100510,Franco,Merlone,1957-12-16
100511,Kevin,Manning,1957-12-18
100512,Robert,Reininger,1958-01-01
100513,Hugo,Roverano,1958-01-03
100514,Manfred,Jungnitsch,1958-01-03
100515,Shlomo,Glickstein,1958-01-06
100516,Andrew,Jarrett,1958-01-09
100517,Matt,Doyle,1958-01-13
100518,Ricardo,Acuna,1958-01-13
100519,Scott,Mccain,1958-01-15
100520,Juan,Farrow,1958-01-18
100521,Doug,Adler,1958-01-20
100522,Chris,Dunk,1958-01-23
100523,Erick,Iskersky,1958-01-25
100524,Shozo,Shiraishi,1958-01-27
100525,Gilles,Moretton,1958-02-10
100526,Ricardo,Ycaza,1958-02-16
100527,Chris,Bradnam,1958-02-26
100528,Randy,Druz,1958-02-26
100529,Kevin,Curren,1958-03-02
100530,Andreas,Maurer,1958-03-08
100531,Arnaud,Decugis,1958-03-25
100532,Johan,Kriek,1958-04-05
100533,Paul,Avis,1958-04-14
100534,Steve,Meister,1958-04-21
100535,Tony,Giammalva,1958-04-21
100536,Fernando,Luna,1958-04-24
100537,Mike,Brunnberg,1958-05-04
100538,Alejandro,Gattiker,1958-05-05
100539,Rick,Meyers,1958-05-14
100540,Drew,Gitlin,1958-05-26
100541,Jan,Kallquist,1958-05-31
100542,Geoff,Macdonald,1958-06-05
100543,Peter,Elter,1958-06-10
100544,Tony,Mmoh,1958-06-14
100545,Deon,Joubert,1958-06-19
100546,Eric,Fromm,1958-06-27
100547,Rocky,Royer,1958-06-27
100548,Ivan,Kley,1958-06-29
100549,Jeff,Lee,1958-07-02
100550,Brad,Guan,1958-07-10
100551,Brad,Drewett,1958-07-19
100552,Norbert,Henn,1958-08-02
100553,Nduka,Odizor,1958-08-09
100554,Matthew,McDonald,1958-08-11
100555,Jose Luis,Clerc,1958-08-16
100556,Brian,Levine,1958-08-20
100557,Jai,Dilouie,1958-09-11
100558,Rodney,Crowley,1958-09-22
100559,Mike,Gandolfo,1958-10-03
100560,Jacques,Manset,1958-10-11
100561,Peter,Smylie,1958-10-11
100562,Tom,Cain,1958-10-11
100563,Joel,Hoffman,1958-10-14
100564,Cary,Stansbury,1958-10-17
100565,Lloyd,Bourne,1958-10-18
100566,Hitoshi,Shirato,1958-10-19
100567,Chip,Hooper,1958-10-24
100568,John,Mattke,1958-10-29
100569,Toru,Yonezawa,1958-10-31
100570,Marty,Davis,1958-11-15
100571,Mark,Freedman,1958-11-19
100572,Ney,Keller,1958-12-02
100573,Ron,Hightower,1958-12-12
100574,Peter,Rennert,1958-12-26
100575,Andy,Andrews,1959-01-01
100576,John,Huebner,1959-01-12
100577,Rory,Chappell,1959-01-13
100578,Brent,Pirow,1959-02-06
100579,Heinz,Gunthardt,1959-02-08
100580,Rick,Cowden,1959-02-09
100581,John,McEnroe,1959-02-16
100582,Tom,Caine,1959-02-28
100583,Jeff,Robbins,1959-03-01
100584,Peter,Lamb,1959-03-12
100585,Van,Winitsky,1959-03-12
100586,Eliot,Teltscher,1959-03-15
100587,Steve,Guy,1959-03-15
100588,Pender,Murphy,1959-03-19
100589,Harald,Theissen,1959-03-23
100590,Reid,Freeman,1959-04-04
100591,Matt,Horwitch,1959-04-10
100592,Robert,Vant Hof,1959-04-10
100593,Miloslav,Lacek,1959-04-16
100594,Kevin,Kerns,1959-04-24
100595,Ronnie,Bathman,1959-04-24
100596,Bill,Cowan,1959-04-28
100597,Jay,Lapidus,1959-05-01
100598,Wolfgang,Popp,1959-05-19
100599,Bernard,Boileau,1959-05-25
100600,Pascal,Portes,1959-05-28
100601,Ricardo,Sanchez Rueda,1959-06-06
100602,Vallis,Wilder,1959-06-08
100603,Roland,Stadler,1959-06-14
100604,Egan,Adams,1959-06-15
100605,Charlie,Fancutt,1959-06-17
100606,Mike,Bauer,1959-06-29
100607,Eduardo,Bengoechea,1959-07-02
100608,John,Benson,1959-07-02
100609,Zoltan,Kuharszky,1959-07-08
100610,Eduard,Pana,1959-07-17
100611,Mel,Purcell,1959-07-18
100612,Alvaro,Margets,1959-07-26
100613,Clarke,Diehl,1959-07-28
100614,Massimo,Grassotti,1959-08-08
100615,Gianluca,Rinaldini,1959-08-10
100616,Andy,Kohlberg,1959-08-17
100617,Bud,Schultz,1959-08-21
100618,Leif,Shiras,1959-08-21
100619,George,Kalovelonis,1959-08-23
100620,Eduardo,Osta,1959-09-04
100621,Larry,Barnett,1959-09-04
100622,Patrizio,Parrini,1959-09-05
100623,Roger,Knapp,1959-09-07
100624,Derek,Tarr,1959-09-15
100625,Scott,Lipton,1959-09-15
100626,Andy,Garcia,1959-09-29
100627,George,Jarck,1959-10-10
100628,Michiel,Schapers,1959-10-11
100629,Tiger,Buford,1959-10-21
100630,Gustavo,Guerrero,1959-10-22
100631,Tim,Wilkison,1959-11-23
100632,Rolando,Vazquez,1959-11-27
100633,Scott,Bondurant,1959-12-05
100634,Larry,Gottfried,1959-12-08
100635,Mark,Dickson,1959-12-08
100636,Gustavo,Tiberti,1959-12-11
100637,Stefan,Hermann,1959-12-13
100638,David,Mustard,1959-12-29
100639,Blaine,Willenborg,1960-01-04
100640,Stefan,Simonsson,1960-01-05
100641,Jan,Van Langendonck,1960-01-10
100642,Juan Carlos,Yunis,1960-01-17
100643,Remi,Osho,1960-01-19
100644,Alexander,Zverev,1997-04-20
100645,Huub,Van Boeckel,1960-01-25
100646,Claudio,Panatta,1960-02-02
100647,Kiyotaka,Tachibana,1960-02-02
100648,Sadiq,Abdullahi,1960-02-02
100649,David,Dowlen,1960-02-03
100650,Dirk,Vestweber,1960-02-13
100651,Alejandro,Ganzabal,1960-02-16
100652,Cassio,Motta,1960-02-22
100653,Andres,Gomez,1960-02-27
100654,Ray,Disco,1960-03-04
100655,Fritz,Buehning,1960-03-05
100656,Ivan,Lendl,1960-03-07
100657,Mike,Leach,1960-03-09
100658,Andy,Gordon,1960-03-16
100659,Helmar,Stiegler,1960-03-18
100660,Bob,Green,1960-03-25
100661,Damir,Keretic,1960-03-26
100662,Javier,Contreras,1960-03-27
100663,Marcel,Freeman,1960-03-30
100664,Stephan,Medem,1960-04-02
100665,Andy,Avrams,1960-04-03
100666,Ross,Dubbins,1960-04-04
100667,Per,Hjertquist,1960-04-06
100668,Jeff,Arons,1960-04-07
100669,Charles Bud,Cox,1960-04-11
100670,Thomas,Renz,1960-04-15
100671,Guillermo,Stevens,1960-04-22
100672,Derek,Segal,1960-05-07
100673,Robbie,Venter,1960-05-07
100674,Jeff,Turpin,1960-05-13
100675,John,Mccurdy,1960-05-13
100676,Yannick,Noah,1960-05-18
100677,Bob,Blazekovic,1960-05-26
100678,Bill,Gilmour,1960-05-29
100679,Jeremy,Dier,1960-05-30
100680,Peter,Johnston,1960-06-01
100681,Morris Skip,Strode,1960-06-05
100682,Ernie,Fernandez,1960-06-08
100683,Robert,Crames,1960-06-21
100684,Andreas,Muschik,1960-07-10
100685,Martin,Guntrip,1960-07-18
100686,Karl,Richter,1960-07-21
100687,Delayne,Howell,1960-07-27
100688,Mike,Benson,1960-08-01
100689,Tim,Mayotte,1960-08-03
100690,Marco,Armellini,1960-08-17
100691,Ivo,Werner,1960-08-19
100692,Greg,Amaya,1960-08-23
100693,James,Rubin,1960-08-29
100694,Eric,Riley,1960-08-31
100695,Tim,Downey,1960-08-31
100696,Mark,Buckley,1960-09-01
100697,Choon Ho,Kim,1960-09-02
100698,Young Dae,Jeon,1960-10-04
100699,Chris,Johnstone,1960-10-12
100700,Heinz,Gildemeister,1960-10-18
100701,Marko,Ostoja,1960-10-20
100702,Sean,Brawley,1960-10-24
100703,Randy,Nixon,1960-11-05
100704,Billy,Nealon,1960-11-11
100705,Erik,Vant Hof,1960-11-12
100706,Mike,Howard,1960-11-14
