player_id,name_first,name_last,dob
100172,Modesto Tito,Vazquez,01-01-49
100173,Andrew,Pattison,30-01-49
100174,Manuel,Orantes,06-02-49
100175,Zan,Guerry,12-02-49
100176,Hans,Kary,23-02-49
100177,Pavel,Hutka,28-02-49
100178,Bob,Giltinan,07-04-49
100179,Karl,Meiler,30-04-49
100180,Bill,Lloyd,07-05-49
100181,Larry,Turville,04-06-49
100182,Mike,Estep,19-07-49
100183,Jim,Ward,28-07-49
100184,Lars,Elvstrom,18-08-49
100185,Patrick,Proisy,10-09-49
100186,Jeff,Borowiak,25-09-49
100187,Luis Felipe,Tavares,26-09-49
100188,John,Fort,28-09-49
100189,Dale,Power,02-10-49
100190,Norman,Holmes,05-10-49
100191,Doug,Crawford,15-10-49
100192,Kent,Crawford,15-10-49
100193,Wanaro,N'Godrella,19-10-49
100194,Larry,Parker,23-10-49
100195,Nicolas,Kelaidis,29-10-49
100196,Haroon,Rahim,12-11-49
100197,Alejandro,Pierola,20-11-49
100198,Alvaro,Betancur,03-01-50
100199,Patrice,Dominguez,12-01-50
100200,Antonio,Zugarelli,17-01-50
100201,Syd,Ball,24-01-50
100202,George,Amaya,12-02-50
100203,Phil,Dent,14-02-50
100204,Pancho,Walthall,16-02-50
100205,Paul,Gerken,15-03-50
100206,Kenichi,Hirai,19-03-50
100207,Noel,Phillips,28-03-50
100208,Dick R,Bohrnstedt,28-04-50
100209,George,Taylor,04-05-50
100210,Steve,Docherty,06-05-50
100211,Louk,Sanders,09-05-50
100212,Franklin,Robbins,13-06-50
100213,Fred,Hemmes,14-06-50
100214,Adriano,Panatta,09-07-50
100215,Fred,Mcnair,22-07-50
100216,Charles,Owens,31-07-50
100217,Robert,Mckinley,05-08-50
100218,Butch,Palmer,04-09-50
100219,Geoff,Masters,19-09-50
100220,Jiri,Hrebec,19-09-50
100221,Carlos,Kirmayr,23-09-50
100222,Mike,Powers,24-09-50
100223,Jeff,Simpson,29-10-50
100224,Peter,Campbell,10-11-50
100225,Peter,Doerner,17-11-50
100226,Mike,Machette,27-01-51
100227,Alvin,Gardiner,11-02-51
100228,Kjell,Johansson,12-02-51
100229,Dick,Stockton,18-02-51
100230,Welry,Fritz,19-02-51
100231,Erik,Van Dillen,21-02-51
100232,Eddie,Dibbs,23-02-51
100233,Ricardo,Cano,26-02-51
100234,Allan,McDonald,01-03-51
100235,Antonio,Munoz,01-03-51
100236,John,James,07-03-51
100237,Bill,Freer,09-03-51
100238,Rick,Fisher,29-03-51
100239,Hans,Engert,22-04-51
100240,Joao,Soares,25-04-51
100241,Joel,Bailey,25-04-51
100242,Mike,Collins,01-05-51
100243,Steve,Krulevitz,30-05-51
100244,John,Alexander,04-07-51
100245,Jeff,Austin,05-07-51
100246,Frank,Puncec,09-07-51
100247,Rolf,Thung,27-07-51
100248,Max,Hurlimann,30-07-51
100249,Paolo,Bertolucci,03-08-51
100250,Woody,Blocher,24-08-51
100251,Grover Raz,Reid,27-08-51
100252,Tim,Gullikson,08-09-51
100253,Tom,Gullikson,08-09-51
100254,George,Glowa,01-10-51
100255,Roscoe,Tanner,15-10-51
100256,Luis,Baraldi,21-10-51
100257,Ross,Case,01-11-51
100258,Jorge,Andrew,02-11-51
100259,Peter,Feigl,30-11-51
100260,Gary,Groslimond,03-01-52
100261,Brian,Gottfried,27-01-52
100262,Rolf,Norberg,31-01-52
100263,John,Andrews,05-02-52
100264,Lajos,Levai,07-02-52
100265,Cliff,Letcher,09-02-52
100266,John,Feaver,16-02-52
100267,Rayno,Seegers,29-02-52
100268,Denis,Naegelen,14-03-52
100269,Joe,Garcia,17-03-52
100270,Anand,Amritraj,20-03-52
100271,Jean Francois,Caujolle,31-03-52
100272,Sandy,Mayer,05-04-52
100273,Kim,Warwick,08-04-52
100274,Eric,Deblicker,17-04-52
100275,Hartmut,Kirchhubel,23-04-52
100276,Terry,Moor,23-04-52
100277,Jacques,Thamin,23-05-52
100278,Frank,Gebert,11-06-52
100279,Mike,Cahill,17-06-52
100280,Wojtek,Fibak,03-08-52
100281,Sashi,Menon,09-08-52
100282,Guillermo,Vilas,17-08-52
100283,Andre,Zietsmann,19-08-52
100284,Jimmy,Connors,02-09-52
100285,Rod,Frawley,08-09-52
100286,Harold,Solomon,17-09-52
100287,Robin,Drysdale,18-09-52
100288,Tenny,Svensson,21-09-52
100289,Byron,Bertram,29-10-52
100290,Timothy,Noonan,31-10-52
100291,Ian,Harris,16-11-52
100292,Alvaro,Fillol,04-12-52
100293,John,Marks,09-12-52
100294,Rejean,Genois,30-12-52
100295,Richard,Legendre,19-01-53
100296,Chris,Gunning,07-02-53
100297,Corrado,Barazzutti,19-02-53
100298,George,Hardie,19-02-53
100299,James Chico,Hagey,25-02-53
100300,Jose,Higueras,01-03-53
100301,Jim,Delaney,12-03-53
100302,Joaquim,Rasgado Jr,24-03-53
100303,Henry,Bunis,27-03-53
100304,Robert,Kreiss,30-04-53
100305,Mark,Farrell,06-05-53
100306,Michael,Wayman,06-05-53
100307,Paul,Torre,18-05-53
100308,Robert,Trogolo,15-06-53
100309,Raul,Ramirez,20-06-53
100310,Mike,Myburg,23-06-53
100311,Ulises,Quezada,14-07-53
100312,Chiraid,Mukherjea,14-08-53
100313,Keith,Richardson,18-08-53
100314,Bernard,Fritz,05-10-53
100315,Hank,Pfister,09-10-53
100316,Scott,Carnahan,24-10-53
100317,Stephen,Warboys,25-10-53
100318,Roger,Guedes,03-11-53
100319,Rick,Fagel,29-11-53
100320,Mark,Meyers,05-12-53
100321,Vijay,Amritraj,14-12-53
100322,Emilio,Montano,18-12-53
100323,Givaldo,Barbosa,25-01-54
100324,John,Whitlinger,04-02-54
100325,Ulrich,Pinner,07-02-54
100326,Russell,Simpson,22-02-54
100327,Willem,Prinsloo,25-02-54
100328,Rand,Evett,01-03-54
100329,Otto,Panman,25-03-54
100330,David,Imonitie,10-04-54
100331,Jean Louis,Haillet,07-05-54
100332,Balazs,Taroczy,09-05-54
100333,Shigeyuki,Nishio,23-05-54
100334,Ernie,Ewert,05-06-54
100335,David,Parker,07-06-54
100336,Guillermo,Aubone,08-06-54
100337,Mark,Edmondson,24-06-54
100338,Benjy,Robins,30-06-54
100339,Victor,Amaya,02-07-54
100340,Sam,Vuille,06-07-54
100341,Gonzalo,Nunez,21-07-54
100342,Vitas,Gerulaitis,26-07-54
100343,John,Lloyd,27-08-54
100344,Eric,Friedler,08-09-54
100345,Pat,Dupre,16-09-54
100346,Paul,Kronk,22-09-54
100347,Peter,Kronk,22-09-54
100348,Gerard,Toulon,24-09-54
100349,Glen,Holroyd,25-09-54
100350,Franz Josef,Wich,11-10-54
100351,Freddie,De Jesus,30-10-54
100352,John,Lucas,31-10-54
100353,Bruce,Kleege,01-11-54
100354,Bernard,Mitton,09-11-54
100355,Victor,Eke,11-11-54
100356,Paul,Mcnamee,12-11-54
100357,Bhanu,Nunna,13-11-54
100358,Mike,Fishbach,01-12-54
100359,Richard,Lewis,06-12-54
100360,Brian,Teacher,23-12-54
100361,Willie,Davies,01-01-55
100362,Peter,Fleming,21-01-55
100363,Jiri,Granat,28-01-55
100364,Jonathan,Smith,29-01-55
100365,Peter,Holl,29-01-55
100366,Heiner,Seuss,04-02-55
100367,Belus,Prajoux,27-02-55
100368,Haroon,Ismail,27-02-55
100369,Herve,Gauvain,04-03-55
100370,Helmut,Beermann,09-03-55
100371,Robert,Baumgartner,11-03-55
100372,Trey,Waltke,16-03-55
100373,Christopher,Sylvan,18-03-55
100374,Javier,Soler,25-03-55
100375,John,Hayes,07-04-55
100376,Buster C,Mottram,25-04-55
100377,Colin,Dowdeswell,12-05-55
100378,David,Schneider,17-05-55
100379,Craig,Edwards,19-05-55
100380,Butch,Walts,04-06-55
100381,Michael,Greenberg,11-06-55
100382,Chris,Kachel,19-06-55
100383,Peter,Mcnamara,05-07-55
100384,Alejandro,Cortes,14-07-55
100385,Filip,Krajcik,23-07-55
100386,Jose,Garcia,23-07-55
100387,Jiri,Prucha,10-08-55
100388,Peter,Pearson,12-08-55
100389,Horace,Reid,14-08-55
100390,Trevor,Allan,17-08-55
100391,Larry,Davidson,21-08-55
100392,Richard,Meyer,04-09-55
100393,Marcos,Hocevar,26-09-55
100394,Angel,Gimenez,10-10-55
100395,Victor,Pecci,15-10-55
100396,Martin,Robinson,19-10-55
100397,Terry,Rocavert,21-10-55
100398,Julio,Goes,25-10-55
100399,Rocky,Maguire,27-10-55
100400,Hubertus,Hoyt,03-11-55
100401,Sean,Sorensen,12-11-55
100402,Francisco,Gonzalez,19-11-55
100403,Rolf,Gehring,25-11-55
100404,David,Sherbeck,02-12-55
100405,Fernando,Maynetto,02-12-55
100406,Greg,Halder,05-12-55
100407,Dale,Collings,16-12-55
100408,Gary,Plock,21-12-55
100409,Randy,Crawford,22-12-55
100410,Tim,Garcia,28-12-55
100411,Pavel,Slozil,29-12-55
100412,Bruce,Nichols,31-12-55
100413,Ulrich,Marten,01-01-56
100414,Gunther,Gnettner,12-01-56
100415,Michael,Grant,03-02-56
100416,Bill,Maze,09-02-56
100417,Hans,Gildemeister,09-02-56
100418,Geoff,Martinez,13-02-56
100419,Todd,Lundy,17-02-56
100420,Hans,Ritschard,25-02-56
100421,Jan,Norback,06-03-56
100422,Bruce,Manson,20-03-56
100423,Jochen,Hierl,21-03-56
100424,Warren,Eber,28-03-56
100425,Junie,Chatman,29-03-56
100426,Hans Peter,Kandler,02-04-56
100427,Ferrante,Rocchi,11-04-56
100428,Gene,Mayer,11-04-56
100429,Miguel,Mir,18-04-56
100430,David,Carter,21-04-56
100431,Mansour,Bahrami,26-04-56
100432,Robert,Bettauer,02-05-56
100433,Fritz,Don,13-05-56
100434,Tomas,Smid,20-05-56
100435,Regis,Brunet,31-05-56
100436,Nick,Saviano,05-06-56
100437,Bjorn,Borg,06-06-56
100438,Carlos,Gattiker,06-06-56
100439,Mike,Barr,27-06-56
100440,Eddie,Edwards,03-07-56
100441,Mark,Darby,03-07-56
100442,Gianni,Marchetti,08-07-56
100443,Christophe,Freyss,30-08-56
100444,Werner,Zirngibl,04-09-56
100445,Steve,Denton,05-09-56
100446,John,Sadri,19-09-56
100447,Juan,Nunez,23-09-56
100448,Bruce,Foxworth,25-09-56
100449,Stanislav,Birner,11-10-56
100450,Leo,Palin,20-10-56
100451,Tony,Graham,29-10-56
100452,Bill,Scanlon,13-11-56
100453,Jose Luis,Damiani,21-11-56
100454,Mehl,Ampon,30-11-56
100455,Tony,Lloyd,03-12-56
100456,Ferdi,Taygan,05-12-56
100457,Carlos,Soares,13-12-56
100458,Pedro,Gonzalez,18-12-56
100459,Tracy,Delatte,22-12-56
100460,Jose,Lopez Maeso,24-12-56
100461,Billy,Martin,25-12-56
100462,Jeff,Etterbeek,31-12-56
100463,Ben,Mckown,11-01-57
100464,Warren,Maher,15-01-57
100465,Mike,Shore,20-01-57
100466,Maurice,Hunter,27-01-57
100467,Mark,Turpin,04-02-57
100468,Dominique,Bedel,20-02-57
100469,Ashok,Amritraj,22-02-57
100470,Juan Carlos,Andrade,22-02-57
100471,Mark,Vines,23-02-57
100472,Craig,Wittus,24-02-57
100473,Glenn,Petrovic,03-03-57
100474,Chris,Lewis,09-03-57
100475,Matt,Mitchell,16-03-57
100476,Nigel,Sears,04-04-57
100477,Gianni,Ocleppo,06-04-57
100478,Pascal,Deniau,07-04-57
100479,Reinhart,Probst,17-04-57
100480,Josef,Brabenec,24-04-57
100481,Roberto,Vizcaino,25-04-57
100482,Jochen,Settelmeyer,07-05-57
100483,Christophe,Casa,30-05-57
100484,Pem,Guerry,06-06-57
100485,Tsuyoshi,Fukui,22-06-57
100486,Christophe Roger,Vasselin,08-07-57
100487,Renald,Etienne,14-07-57
100488,Chris,Delaney,16-07-57
100489,Larry,Stefanki,23-07-57
100490,Jaroslav,Navratil,24-07-57
100491,Alan,Chandronnait,31-07-57
100492,John,Austin,31-07-57
100493,Eric,Sherbeck,07-08-57
100494,John,Picken,09-08-57
100495,Wayne,Hampson,23-08-57
100496,Charles Buzz,Strode,05-09-57
100497,Markus,Gunthardt,10-09-57
100498,Klaus,Eberhard,15-09-57
100499,Chris,Mayotte,16-09-57
100500,Rohun,Beven,21-09-57
100501,Gregoire,Rafaitin,26-09-57
100502,Vincent,Van Patten,17-10-57
100503,Lorenzo,Fargas,19-10-57
100504,Jerome,Vanier,02-11-57
100505,Famiano,Meneschincheri,13-11-57
100506,Howard,Schoenfield,15-11-57
100507,Curt,Stalder,20-11-57
100508,Peter,Spang,20-11-57
100509,Joakim,Berner,21-11-57
100510,Franco,Merlone,16-12-57
100511,Kevin,Manning,18-12-57
100512,Robert,Reininger,01-01-58
100513,Hugo,Roverano,03-01-58
100514,Manfred,Jungnitsch,03-01-58
100515,Shlomo,Glickstein,06-01-58
100516,Andrew,Jarrett,09-01-58
100517,Matt,Doyle,13-01-58
100518,Ricardo,Acuna,13-01-58
100519,Scott,Mccain,15-01-58
100520,Juan,Farrow,18-01-58
100521,Doug,Adler,20-01-58
100522,Chris,Dunk,23-01-58
100523,Erick,Iskersky,25-01-58
100524,Shozo,Shiraishi,27-01-58
100525,Gilles,Moretton,10-02-58
100526,Ricardo,Ycaza,16-02-58
100527,Chris,Bradnam,26-02-58
100528,Randy,Druz,26-02-58
100529,Kevin,Curren,02-03-58
100530,Andreas,Maurer,08-03-58
100531,Arnaud,Decugis,25-03-58
100532,Johan,Kriek,05-04-58
100533,Paul,Avis,14-04-58
100534,Steve,Meister,21-04-58
100535,Tony,Giammalva,21-04-58
100536,Fernando,Luna,24-04-58
100537,Mike,Brunnberg,04-05-58
100538,Alejandro,Gattiker,05-05-58
100539,Rick,Meyers,14-05-58
100540,Drew,Gitlin,26-05-58
100541,Jan,Kallquist,31-05-58
100542,Geoff,Macdonald,05-06-58
100543,Peter,Elter,10-06-58
100544,Tony,Mmoh,14-06-58
100545,Deon,Joubert,19-06-58
100546,Eric,Fromm,27-06-58
100547,Rocky,Royer,27-06-58
100548,Ivan,Kley,29-06-58
100549,Jeff,Lee,02-07-58
100550,Brad,Guan,10-07-58
100551,Brad,Drewett,19-07-58
100552,Norbert,Henn,02-08-58
100553,Nduka,Odizor,09-08-58
100554,Matthew,McDonald,11-08-58
100555,Jose Luis,Clerc,16-08-58
100556,Brian,Levine,20-08-58
100557,Jai,Dilouie,11-09-58
100558,Rodney,Crowley,22-09-58
100559,Mike,Gandolfo,03-10-58
100560,Jacques,Manset,11-10-58
100561,Peter,Smylie,11-10-58
100562,Tom,Cain,11-10-58
100563,Joel,Hoffman,14-10-58
100564,Cary,Stansbury,17-10-58
100565,Lloyd,Bourne,18-10-58
100566,Hitoshi,Shirato,19-10-58
100567,Chip,Hooper,24-10-58
100568,John,Mattke,29-10-58
100569,Toru,Yonezawa,31-10-58
100570,Marty,Davis,15-11-58
100571,Mark,Freedman,19-11-58
100572,Ney,Keller,02-12-58
100573,Ron,Hightower,12-12-58
100574,Peter,Rennert,26-12-58
100575,Andy,Andrews,01-01-59
100576,John,Huebner,12-01-59
100577,Rory,Chappell,13-01-59
100578,Brent,Pirow,06-02-59
100579,Heinz,Gunthardt,08-02-59
100580,Rick,Cowden,09-02-59
100581,John,McEnroe,16-02-59
100582,Tom,Caine,28-02-59
100583,Jeff,Robbins,01-03-59
100584,Peter,Lamb,12-03-59
100585,Van,Winitsky,12-03-59
100586,Eliot,Teltscher,15-03-59
100587,Steve,Guy,15-03-59
100588,Pender,Murphy,19-03-59
100589,Harald,Theissen,23-03-59
100590,Reid,Freeman,04-04-59
100591,Matt,Horwitch,10-04-59
100592,Robert,Vant Hof,10-04-59
100593,Miloslav,Lacek,16-04-59
100594,Kevin,Kerns,24-04-59
100595,Ronnie,Bathman,24-04-59
100596,Bill,Cowan,28-04-59
100597,Jay,Lapidus,01-05-59
100598,Wolfgang,Popp,19-05-59
100599,Bernard,Boileau,25-05-59
100600,Pascal,Portes,28-05-59
100601,Ricardo,Sanchez Rueda,06-06-59
100602,Vallis,Wilder,08-06-59
100603,Roland,Stadler,14-06-59
100604,Egan,Adams,15-06-59
100605,Charlie,Fancutt,17-06-59
100606,Mike,Bauer,29-06-59
100607,Eduardo,Bengoechea,02-07-59
100608,John,Benson,02-07-59
100609,Zoltan,Kuharszky,08-07-59
100610,Eduard,Pana,17-07-59
100611,Mel,Purcell,18-07-59
100612,Alvaro,Margets,26-07-59
100613,Clarke,Diehl,28-07-59
100614,Massimo,Grassotti,08-08-59
100615,Gianluca,Rinaldini,10-08-59
100616,Andy,Kohlberg,17-08-59
100617,Bud,Schultz,21-08-59
100618,Leif,Shiras,21-08-59
100619,George,Kalovelonis,23-08-59
100620,Eduardo,Osta,04-09-59
100621,Larry,Barnett,04-09-59
100622,Patrizio,Parrini,05-09-59
100623,Roger,Knapp,07-09-59
100624,Derek,Tarr,15-09-59
100625,Scott,Lipton,15-09-59
100626,Andy,Garcia,29-09-59
100627,George,Jarck,10-10-59
100628,Michiel,Schapers,11-10-59
100629,Tiger,Buford,21-10-59
100630,Gustavo,Guerrero,22-10-59
100631,Tim,Wilkison,23-11-59
100632,Rolando,Vazquez,27-11-59
100633,Scott,Bondurant,05-12-59
100634,Larry,Gottfried,08-12-59
100635,Mark,Dickson,08-12-59
100636,Gustavo,Tiberti,11-12-59
100637,Stefan,Hermann,13-12-59
100638,David,Mustard,29-12-59
100639,Blaine,Willenborg,04-01-60
100640,Stefan,Simonsson,05-01-60
100641,Jan,Van Langendonck,10-01-60
100642,Juan Carlos,Yunis,17-01-60
100643,Remi,Osho,19-01-60
100644,Alexander,Zverev,20-04-97
100645,Huub,Van Boeckel,25-01-60
100646,Claudio,Panatta,02-02-60
100647,Kiyotaka,Tachibana,02-02-60
100648,Sadiq,Abdullahi,02-02-60
100649,David,Dowlen,03-02-60
100650,Dirk,Vestweber,13-02-60
100651,Alejandro,Ganzabal,16-02-60
100652,Cassio,Motta,22-02-60
100653,Andres,Gomez,27-02-60
100654,Ray,Disco,04-03-60
100655,Fritz,Buehning,05-03-60
100656,Ivan,Lendl,07-03-60
100657,Mike,Leach,09-03-60
100658,Andy,Gordon,16-03-60
100659,Helmar,Stiegler,18-03-60
100660,Bob,Green,25-03-60
100661,Damir,Keretic,26-03-60
100662,Javier,Contreras,27-03-60
100663,Marcel,Freeman,30-03-60
100664,Stephan,Medem,02-04-60
100665,Andy,Avrams,03-04-60
100666,Ross,Dubbins,04-04-60
100667,Per,Hjertquist,06-04-60
100668,Jeff,Arons,07-04-60
100669,Charles Bud,Cox,11-04-60
100670,Thomas,Renz,15-04-60
100671,Guillermo,Stevens,22-04-60
100672,Derek,Segal,07-05-60
100673,Robbie,Venter,07-05-60
100674,Jeff,Turpin,13-05-60
100675,John,Mccurdy,13-05-60
100676,Yannick,Noah,18-05-60
100677,Bob,Blazekovic,26-05-60
100678,Bill,Gilmour,29-05-60
100679,Jeremy,Dier,30-05-60
100680,Peter,Johnston,01-06-60
100681,Morris Skip,Strode,05-06-60
100682,Ernie,Fernandez,08-06-60
100683,Robert,Crames,21-06-60
100684,Andreas,Muschik,10-07-60
100685,Martin,Guntrip,18-07-60
100686,Karl,Richter,21-07-60
100687,Delayne,Howell,27-07-60
100688,Mike,Benson,01-08-60
100689,Tim,Mayotte,03-08-60
100690,Marco,Armellini,17-08-60
100691,Ivo,Werner,19-08-60
100692,Greg,Amaya,23-08-60
100693,James,Rubin,29-08-60
100694,Eric,Riley,31-08-60
100695,Tim,Downey,31-08-60
100696,Mark,Buckley,01-09-60
100697,Choon Ho,Kim,02-09-60
100698,Young Dae,Jeon,04-10-60
100699,Chris,Johnstone,12-10-60
100700,Heinz,Gildemeister,18-10-60
100701,Marko,Ostoja,20-10-60
100702,Sean,Brawley,24-10-60
100703,Randy,Nixon,05-11-60
100704,Billy,Nealon,11-11-60
100705,Erik,Vant Hof,12-11-60
100706,Mike,Howard,14-11-60
100707,Mark,Witsken,30-11-60
100708,Kevin,Mcclintic,01-12-60
100709,Greg,Neuhart,02-12-60
100710,Phil,Lehnhoff,08-12-60
100711,Pedro,Rebolledo,17-12-60
100712,Tres,Cushing,25-12-60
100713,John,Fitzgerald,28-12-60
100714,Broderick,Dyke,31-12-60
100715,Jim,Gurfein,04-01-61
100716,Norm,Schellenger,12-01-61
100717,Tim,Robson,14-01-61
100718,Paul,Crozier,21-01-61
100719,Juan,Avendano,29-01-61
100720,Ted,Erck,14-02-61
100721,Wolfgang,Baerenthaler,15-02-61
100722,Michael,Fancutt,20-02-61
100723,Jacques,Hervet,25-02-61
100724,Gary,Niebur,09-03-61
100725,Michael,Mortensen,12-03-61
100726,Greg,Whitecross,15-03-61
100727,Raul Antonio,Viver,17-03-61
100728,Todd,Nelson,18-03-61
100729,Fernando,Soler,27-03-61
100730,Florin,Segarceanu,29-03-61
100731,Hector,Ortiz,02-04-61
100732,Ricardo,Rivera,08-04-61
100733,Woo Ryong,Lee,08-04-61
100734,Andy,Krantz,11-04-61
100735,Stevenson,Clarke,13-04-61
100736,Hugo,Nunez,14-04-61
100737,Gary,Lemon,16-04-61
100738,Schalk,Van Der Merwe,16-04-61
100739,Miguel,Margets,20-04-61
100740,Dan,Cassidy,29-04-61
100741,Darrell,Smith,30-04-61
100742,Christo,Steyn,01-05-61
